0	960.0	800.0	0	1	-0.95364237	0.012630249	180	0	0.0	0.0	1	-0.95364237	0.012630249
2	960.0	800.0	90	3	-0.4732971	-0.9977925	-90	2	0.0	0.0	3	-0.4732971	-0.9977925
3	960.0	800.0	0	1	0.9973522	-0.5372562	180	3	0.0	0.0	1	0.9973522	-0.5372562
0	960.0	800.0	0	2	0.008830022	-0.78939056	90	0	0.0	0.0	2	0.008830022	-0.78939056
3	960.0	800.0	90	1	0.031979535	-1.1915269	0	3	0.0	0.0	1	0.031979535	-1.1915269
0	0.0	0.0	0	1	-0.026490066	0.9465942	0	0	0.0	0.0	1	-0.026490066	0.9465942
1	0.0	0.0	0	3	-0.9977925	-0.479693	0	1	0.0	0.0	3	-0.9977925	-0.479693
1	0.0	0.0	0	3	-0.9977925	-0.479693	0	1	0.0	0.0	3	-0.9977925	-0.479693
0	0.0	0.0	0	1	-0.026490066	0.9465942	0	0	0.0	0.0	1	-0.026490066	0.9465942
1	0.0	0.0	0	3	-0.9977925	-0.479693	0	1	0.0	0.0	3	-0.9977925	-0.479693
0	0.0	0.0	0	1	-0.026490066	0.9465942	0	0	0.0	0.0	1	-0.026490066	0.9465942
1	0.0	0.0	0	3	-0.9977925	-0.479693	0	1	0.0	0.0	3	-0.9977925	-0.479693
1	0.0	0.0	0	3	-0.9977925	-0.479693	0	1	0.0	0.0	3	-0.9977925	-0.479693
0	0.0	0.0	0	1	-0.026490066	0.9465942	0	0	0.0	0.0	1	-0.026490066	0.9465942
0	0.0	0.0	0	1	-0.18543047	0.5494158	90	0	0.0	0.0	1	-0.18543047	0.5494158
0	0.0	0.0	0	2	-0.5562914	0.7704452	90	0	0.0	0.0	2	-0.5562914	0.7704452
3	0.0	0.0	0	2	0.37069726	0.54365206	0	3	0.0	0.0	2	0.37069726	0.54365206
3	0.0	0.0	0	2	0.9973522	0.5372562	0	3	0.0	0.0	2	0.9973522	0.5372562
3	960.0	1000.0	0	1	0.42365402	0.7803006	90	3	0.0	0.0	1	0.42365402	0.7803006
0	960.0	1000.0	0	3	0.18543047	0.37259236	90	0	0.0	0.0	3	0.18543047	0.37259236
2	960.0	1000.0	0	3	-0.97130245	0.5372562	0	2	0.0	0.0	3	-0.97130245	0.5372562
1	960.0	1000.0	90	0	0.40294212	-1.200883	0	1	0.0	0.0	0	0.40294212	-1.200883
0	960.0	1000.0	0	3	-0.5562914	0.6883486	90	0	0.0	0.0	3	-0.5562914	0.6883486
3	960.0	1000.0	90	1	0.01918772	0.564872	0	3	0.0	0.0	1	0.01918772	0.564872
2	960.0	1000.0	0	1	0.9977925	0.0	0	2	0.0	0.0	1	0.9977925	0.0
3	960.0	800.0	0	2	0.052956752	-0.24304445	90	3	0.0	0.0	2	0.052956752	-0.24304445
2	960.0	800.0	90	0	-0.43492165	0.74172187	-90	2	0.0	0.0	0	-0.43492165	0.74172187
0	960.0	800.0	0	1	0.74172187	0.4610041	90	0	0.0	0.0	1	0.74172187	0.4610041
1	960.0	800.0	180	0	0.0	-0.6523825	0	1	0.0	0.0	0	0.0	-0.6523825
3	960.0	800.0	0	0	-0.008826125	0.97857374	0	3	0.0	0.0	0	-0.008826125	0.97857374
1	960.0	800.0	0	0	0.8830022	-0.01918772	0	1	0.0	0.0	0	0.8830022	-0.01918772
2	960.0	800.0	90	0	-0.40294212	-1.200883	0	2	0.0	0.0	0	-0.40294212	-1.200883
2	960.0	800.0	0	3	-0.9977925	0.0	0	2	0.0	0.0	3	-0.9977925	0.0
3	960.0	800.0	-90	1	-0.40294212	-1.1915269	0	3	0.0	0.0	1	-0.40294212	-1.1915269
1	960.0	800.0	90	0	-0.86344737	-0.33554083	180	1	0.0	0.0	0	-0.86344737	-0.33554083
2	960.0	800.0	0	3	0.9977925	0.0	0	2	0.0	0.0	3	0.9977925	0.0
1	960.0	800.0	90	0	0.14070995	-0.94481236	180	1	0.0	0.0	0	0.14070995	-0.94481236
2	960.0	800.0	0	0	0.9977925	-0.26223218	0	2	0.0	0.0	0	0.9977925	-0.26223218
2	960.0	800.0	0	1	-1.192053	0.14070995	-90	2	0.0	0.0	1	-1.192053	0.14070995
3	960.0	800.0	180	1	0.9973522	0.34537897	0	3	0.0	0.0	1	0.9973522	0.34537897
3	960.0	800.0	180	1	0.98852605	-0.5372562	0	3	0.0	0.0	1	0.98852605	-0.5372562
0	960.0	800.0	0	1	-0.95364237	0.012630249	180	0	0.0	0.0	1	-0.95364237	0.012630249
2	960.0	800.0	90	3	-0.4732971	-0.9977925	-90	2	0.0	0.0	3	-0.4732971	-0.9977925
3	960.0	800.0	0	1	0.9973522	-0.5372562	180	3	0.0	0.0	1	0.9973522	-0.5372562
0	960.0	800.0	0	2	0.008830022	-0.78939056	90	0	0.0	0.0	2	0.008830022	-0.78939056
3	960.0	800.0	90	1	0.031979535	-1.1915269	0	3	0.0	0.0	1	0.031979535	-1.1915269
3	960.0	800.0	0	1	0.3795234	0.5372562	0	3	0.0	0.0	1	0.3795234	0.5372562
2	960.0	800.0	0	0	0.8388521	0.17268948	0	2	0.0	0.0	0	0.8388521	0.17268948
3	960.0	800.0	180	2	0.0	-0.9977614	180	3	0.0	0.0	2	0.0	-0.9977614
1	960.0	800.0	90	0	-0.550048	0.21192053	180	1	0.0	0.0	0	-0.550048	0.21192053
3	960.0	800.0	0	2	0.7943513	0.0	0	3	0.0	0.0	2	0.7943513	0.0
2	960.0	800.0	180	3	0.33554083	-0.5052766	180	2	0.0	0.0	3	0.33554083	-0.5052766
1	960.0	800.0	-90	2	0.7994883	-0.18543047	0	1	0.0	0.0	2	0.7994883	-0.18543047
0	960.0	800.0	0	3	-0.8741722	0.012630249	0	0	0.0	0.0	3	-0.8741722	0.012630249
2	960.0	800.0	180	3	-0.7240618	0.0	180	2	0.0	0.0	3	-0.7240618	0.0
3	960.0	800.0	0	0	-0.9973522	0.30700353	0	3	0.0	0.0	0	-0.9973522	0.30700353
1	960.0	800.0	0	0	-0.73289186	0.121522225	0	1	0.0	0.0	0	-0.73289186	0.121522225
3	960.0	800.0	0	0	0.37069726	0.64598656	0	3	0.0	0.0	0	0.37069726	0.64598656
3	960.0	800.0	180	1	0.9973522	0.34537897	0	3	0.0	0.0	1	0.9973522	0.34537897
3	960.0	800.0	180	1	0.98852605	-0.5372562	0	3	0.0	0.0	1	0.98852605	-0.5372562
0	960.0	800.0	0	1	-0.95364237	0.012630249	180	0	0.0	0.0	1	-0.95364237	0.012630249
2	960.0	800.0	90	3	-0.4732971	-0.9977925	-90	2	0.0	0.0	3	-0.4732971	-0.9977925
3	960.0	800.0	0	1	0.9973522	-0.5372562	180	3	0.0	0.0	1	0.9973522	-0.5372562
0	960.0	800.0	0	2	0.008830022	-0.78939056	90	0	0.0	0.0	2	0.008830022	-0.78939056
3	960.0	800.0	90	1	0.031979535	-1.1915269	0	3	0.0	0.0	1	0.031979535	-1.1915269
